"0","good_days_flights_reduced <- good_days_flights %>%"
"0","  select(hour, temp, dewpoint, humidity, precip, pressure, wind_speed,"
"0","         wind_dir, visib, snow, carrier, disrupted_flag) %>% "
"0","  #filter(!carrier %in% c(""F9"", ""HA"")) %>% "
"0","  add_predictions(bad_days_logreg_model, type = ""response"")"
"0",""
"0","library(pROC)"
"0","roc_obj_good_pred <- good_days_flights_reduced %>%"
"0","  roc(response = disrupted_flag, predictor = pred)"
"2","Setting levels: control = 0, case = 1
"
"2","Setting direction: controls < cases
"
"0","roc_curve <- ggroc(data = roc_obj_good_pred, legacy.axes = TRUE) +"
"0","  coord_fixed() + "
"0","  ylab(""sensitivity (TPR)"") + "
"0","  xlab(""1-specificity (TNR)"")"
"0",""
"0","roc_curve"
