"0",""
"0","ggplot(weather_effects, aes(x = reorder(reason, -prop), y = prop,"
"0","                            fill = ifelse(reason == ""All Flights"", ""yes"", ""no""))) +"
"0","  geom_col() +"
"0","  geom_abline(slope = 0, intercept = all_flights, colour = ""#41b6c4"", lty = 2) +"
"0","  theme(legend.position = ""none"") +"
"0","  labs(x = """","
"0","       y = ""\nProportion of Flights Disrupted"","
"0","       title = ""Disruption in Most Extreme Weather Conditions"") +"
"0","  scale_fill_manual(values = c(""yes"" = ""#41b6c4"", ""no"" = ""#253494""), guide = ""none"") +"
"0","  scale_y_continuous(labels = scales::percent, breaks = seq(0, 1, 0.1)) +"
"0","  theme_minimal() +"
"0","  coord_flip()"
