"0","library(tidyverse)"
"0","library(rpart)"
"0","library(rpart.plot)"
"0","library(ranger)"
"0",""
"0","x3colours = c(""#41b6c4"", ""#2c7fb8"", ""#253494"")"
"0",""
"0","flights <- read_csv(""../clean_data/all_flight_data.csv"") %>% "
"0","  filter(origin == ""EWR"") %>% "
"0","  mutate(disrupted_flag = factor(disrupted_flag, levels = c(0, 1), labels = c(""Not Disrupted"", ""Disrupted"")),"
"0","         hour = hour(time_hour)) %>% "
"0","  select(temp, dewpoint, humidity, precip, pressure,"
"0","         wind_speed, wind_dir, visib, snow, disrupted_flag)"
"0",""
"0","# flights_rounded <- flights %>% "
"0","#   mutate(temp = round(temp, 0),"
"0","#          dewpoint = round(dewpoint, 0),"
"0","#          precip = round(precip, 0),"
"0","#          wind_speed = round(wind_speed, 0),"
"0","#          visib = round(visib, 0),"
"0","#          snow = round(snow, 0),"
"0","#          humidity = round(humidity, -1),"
"0","#          pressure = round(pressure, 0),"
"0","#          wind_dir = round(wind_dir, -1))"
"0",""
"0","# write_csv(flights_rounded, ""../clean_data/ewr_flights_weather_rounded.csv"")"
