"0",""
"0","departures %>% "
"0","  mutate(hour = hour(time_hour)) %>%"
"0","  group_by(origin, hour) %>% "
"0","  summarise(prop_delayed = sum(delayed_flag)/n()) %>% "
"0","  ggplot() +"
"0","  geom_line(aes(x = hour, y = prop_delayed, colour = origin), linewidth = 1) +"
"0","  geom_point(aes(x = hour, y = prop_delayed, colour = origin, shape = origin), size = 3) +"
"0","  labs(x = ""\nTime of day"","
"0","       y = ""Proportion\n"","
"0","       title = ""Proportion of Flight Delays Each Day"") +"
"0","  scale_x_continuous(breaks = seq(6, 24, 2), limits = c(5,23)) +"
"0","  scale_y_continuous(labels = scales::percent) +"
"0","  scale_colour_manual(name = ""Airport"","
"0","                      labels = c(""Newark"", ""JFK"", ""LaGuardia""),"
"0","                      values = x3colours) +"
"0","  scale_shape_manual(name = ""Airport"","
"0","                     labels = c(""Newark"", ""JFK"", ""LaGuardia""),"
"0","                     values = c(16, 17, 15)) +"
"0","  theme_minimal()"
